municipio_nombre_largo,jurisdiccion_tipo,municipio_nombre,autoridad_fuente,municipio_id
Comuna Soledad,Comuna,Soledad,Servicio de Catastro e Información Territorial,823659
Comuna Montefiore,Comuna,Montefiore,Servicio de Catastro e Información Territorial,823316
Comuna Juan de Garay,Comuna,Juan de Garay,Servicio de Catastro e Información Territorial,823302
Comuna Esteban Rams,Comuna,Esteban Rams,Servicio de Catastro e Información Territorial,823281
Comuna Hersilia,Comuna,Hersilia,Servicio de Catastro e Información Territorial,823547
Municipio Ceres,Municipio,Ceres,Servicio de Catastro e Información Territorial,820224
Comuna Ñanducita,Comuna,Ñanducita,Servicio de Catastro e Información Territorial,823624
Comuna La Cabral,Comuna,La Cabral,Servicio de Catastro e Información Territorial,823561
Comuna Aguará Grande,Comuna,Aguará Grande,Servicio de Catastro e Información Territorial,823477
Municipio San Cristóbal,Municipio,San Cristóbal,Servicio de Catastro e Información Territorial,820231
Comuna Portugalete,Comuna,Portugalete,Servicio de Catastro e Información Territorial,823638
Comuna La Camila,Comuna,La Camila,Servicio de Catastro e Información Territorial,823897
Comuna La Criolla,Comuna,La Criolla,Servicio de Catastro e Información Territorial,823904
Comuna Vera y Pintado,Comuna,Vera y Pintado,Servicio de Catastro e Información Territorial,823967
Comuna La Penca y Caraguatá,Comuna,La Penca y Caraguatá,Servicio de Catastro e Información Territorial,823911
Comuna Gobernador Crespo,Comuna,Gobernador Crespo,Servicio de Catastro e Información Territorial,823890
Comuna Villa Saralegui,Comuna,Villa Saralegui,Servicio de Catastro e Información Territorial,823673
Municipio Calchaquí,Municipio,Calchaquí,Servicio de Catastro e Información Territorial,820329
Comuna Castellanos,Comuna,Castellanos,Servicio de Catastro e Información Territorial,822168
Comuna Intiyaco,Comuna,Intiyaco,Servicio de Catastro e Información Territorial,824170
Comuna Pozo Borrado,Comuna,Pozo Borrado,Servicio de Catastro e Información Territorial,823323
Municipio Tostado,Municipio,Tostado,Servicio de Catastro e Información Territorial,820175
Comuna Logroño,Comuna,Logroño,Servicio de Catastro e Información Territorial,823309
Comuna La Sarita,Comuna,La Sarita,Servicio de Catastro e Información Territorial,822819
Comuna Tartagal,Comuna,Tartagal,Servicio de Catastro e Información Territorial,824198
Municipio Malabrigo,Municipio,Malabrigo,Servicio de Catastro e Información Territorial,820105
Comuna Berna,Comuna,Berna,Servicio de Catastro e Información Territorial,822770
Comuna Nicanor Molinas,Comuna,Nicanor Molinas,Servicio de Catastro e Información Territorial,822847
Comuna La Gallareta,Comuna,La Gallareta,Servicio de Catastro e Información Territorial,824177
Comuna El Arazá,Comuna,El Arazá,Servicio de Catastro e Información Territorial,822777
Comuna Toba,Comuna,Toba,Servicio de Catastro e Información Territorial,824205
Municipio Vera,Municipio,Vera,Servicio de Catastro e Información Territorial,820336
Comuna Margarita,Comuna,Margarita,Servicio de Catastro e Información Territorial,824191
Comuna Lanteri,Comuna,Lanteri,Servicio de Catastro e Información Territorial,822826
Comuna Ingeniero Chanourdie,Comuna,Ingeniero Chanourdie,Servicio de Catastro e Información Territorial,822812
Comuna Cayastacito,Comuna,Cayastacito,Servicio de Catastro e Información Territorial,823869
Comuna Esther,Comuna,Esther,Servicio de Catastro e Información Territorial,823883
Comuna Naré,Comuna,Naré,Servicio de Catastro e Información Territorial,823925
Comuna Las Garzas,Comuna,Las Garzas,Servicio de Catastro e Información Territorial,822833
Comuna Pedro Gómez Cello,Comuna,Pedro Gómez Cello,Servicio de Catastro e Información Territorial,823932
Comuna Los Laureles,Comuna,Los Laureles,Servicio de Catastro e Información Territorial,822840
Municipio San Javier,Municipio,San Javier,Servicio de Catastro e Información Territorial,820238
Comuna Garabato,Comuna,Garabato,Servicio de Catastro e Información Territorial,824156
Comuna Tacurales,Comuna,Tacurales,Servicio de Catastro e Información Territorial,822378
Comuna Hugentobler,Comuna,Hugentobler,Servicio de Catastro e Información Territorial,822266
Comuna Eusebia y Carolina,Comuna,Eusebia y Carolina,Servicio de Catastro e Información Territorial,822231
Comuna Pueblo Marini,Comuna,Pueblo Marini,Servicio de Catastro e Información Territorial,822322
Comuna Colonia Aldao,Comuna,Colonia Aldao,Servicio de Catastro e Información Territorial,822147
Comuna Fidela,Comuna,Fidela,Servicio de Catastro e Información Territorial,822245
Comuna Vila,Comuna,Vila,Servicio de Catastro e Información Territorial,822385
Comuna Coronel Fraga,Comuna,Coronel Fraga,Servicio de Catastro e Información Territorial,822203
Comuna Ramona,Comuna,Ramona,Servicio de Catastro e Información Territorial,822329
Comuna Bauer y Sigel,Comuna,Bauer y Sigel,Servicio de Catastro e Información Territorial,822133
Comuna San Antonio,Comuna,San Antonio,Servicio de Catastro e Información Territorial,822343
Comuna Santa Clara de Saguier,Comuna,Santa Clara de Saguier,Servicio de Catastro e Información Territorial,822357
Comuna Saguier,Comuna,Saguier,Servicio de Catastro e Información Territorial,822336
Comuna Villa San José,Comuna,Villa San José,Servicio de Catastro e Información Territorial,822392
Comuna Aurelia,Comuna,Aurelia,Servicio de Catastro e Información Territorial,822126
Municipio Rafaela,Municipio,Rafaela,Servicio de Catastro e Información Territorial,820042
Comuna Presidente Roca,Comuna,Presidente Roca,Servicio de Catastro e Información Territorial,822315
Comuna Colonia Iturraspe,Comuna,Colonia Iturraspe,Servicio de Catastro e Información Territorial,822182
Comuna Plaza Clucellas,Comuna,Plaza Clucellas,Servicio de Catastro e Información Territorial,822308
Comuna Estación Clucellas,Comuna,Estación Clucellas,Servicio de Catastro e Información Territorial,822224
Comuna Angélica,Comuna,Angélica,Servicio de Catastro e Información Territorial,822112
Comuna Santa María Centro,Comuna,Santa María Centro,Servicio de Catastro e Información Territorial,823246
Comuna Colonia Cello,Comuna,Colonia Cello,Servicio de Catastro e Información Territorial,822175
Comuna Josefina,Comuna,Josefina,Servicio de Catastro e Información Territorial,822280
Municipio Frontera,Municipio,Frontera,Servicio de Catastro e Información Territorial,820035
Comuna Zenón Pereyra,Comuna,Zenón Pereyra,Servicio de Catastro e Información Territorial,822406
Comuna Eustolia,Comuna,Eustolia,Servicio de Catastro e Información Territorial,822238
Comuna María Juana,Comuna,María Juana,Servicio de Catastro e Información Territorial,822294
Comuna Garibaldi,Comuna,Garibaldi,Servicio de Catastro e Información Territorial,822259
Comuna Esmeralda,Comuna,Esmeralda,Servicio de Catastro e Información Territorial,822217
Comuna Castelar,Comuna,Castelar,Servicio de Catastro e Información Territorial,824065
Comuna San Vicente,Comuna,San Vicente,Servicio de Catastro e Información Territorial,822350
Comuna Colonia Margarita,Comuna,Colonia Margarita,Servicio de Catastro e Información Territorial,822189
Municipio Sastre,Municipio,Sastre,Servicio de Catastro e Información Territorial,820322
Comuna San Mart,Comuna,San Mart,Servicio de Catastro e Información Territorial,824128
Comuna Traill,Comuna,Traill,Servicio de Catastro e Información Territorial,824135
Municipio San Jorge,Municipio,San Jorge,Servicio de Catastro e Información Territorial,820315
Comuna Crispi,Comuna,Crispi,Servicio de Catastro e Información Territorial,824079
Comuna Las Petacas,Comuna,Las Petacas,Servicio de Catastro e Información Territorial,824100
Comuna Landeta,Comuna,Landeta,Servicio de Catastro e Información Territorial,824086
Comuna Carlos Pellegrini,Comuna,Carlos Pellegrini,Servicio de Catastro e Información Territorial,824051
Comuna Casas,Comuna,Casas,Servicio de Catastro e Información Territorial,824058
Municipio El Trébol,Municipio,El Trébol,Servicio de Catastro e Información Territorial,820308
Comuna María Susana,Comuna,María Susana,Servicio de Catastro e Información Territorial,824114
Comuna Piamonte,Comuna,Piamonte,Servicio de Catastro e Información Territorial,824121
Comuna Los Cardos,Comuna,Los Cardos,Servicio de Catastro e Información Territorial,824107
Comuna Las Bandurrias,Comuna,Las Bandurrias,Servicio de Catastro e Información Territorial,824093
Comuna Centeno,Comuna,Centeno,Servicio de Catastro e Información Territorial,823757
Comuna Bernardo de Irigoyen,Comuna,Bernardo de Irigoyen,Servicio de Catastro e Información Territorial,823736
Municipio Gálvez,Municipio,Gálvez,Servicio de Catastro e Información Territorial,820252
Comuna Santa Clara de Buena Vista,Comuna,Santa Clara de Buena Vista,Servicio de Catastro e Información Territorial,823239
Comuna López,Comuna,López,Servicio de Catastro e Información Territorial,823813
Comuna Campo Piaggio,Comuna,Campo Piaggio,Servicio de Catastro e Información Territorial,823743
Comuna Franck,Comuna,Franck,Servicio de Catastro e Información Territorial,823078
Comuna Las Tunas,Comuna,Las Tunas,Servicio de Catastro e Información Territorial,823127
Comuna Loma Alta,Comuna,Loma Alta,Servicio de Catastro e Información Territorial,823806
Comuna Gessler,Comuna,Gessler,Servicio de Catastro e Información Territorial,823785
Comuna San Carlos Sud,Comuna,San Carlos Sud,Servicio de Catastro e Información Territorial,823211
Comuna San Mariano,Comuna,San Mariano,Servicio de Catastro e Información Territorial,823232
Comuna Sa Pereyra,Comuna,Sa Pereyra,Servicio de Catastro e Información Territorial,823190
Comuna San Jerónimo del  Sauce,Comuna,San Jerónimo del  Sauce,Servicio de Catastro e Información Territorial,823218
Municipio San Carlos Centro,Municipio,San Carlos Centro,Servicio de Catastro e Información Territorial,820168
Comuna Matilde,Comuna,Matilde,Servicio de Catastro e Información Territorial,823141
Comuna San Agustín,Comuna,San Agustín,Servicio de Catastro e Información Territorial,823197
Comuna San Carlos Norte,Comuna,San Carlos Norte,Servicio de Catastro e Información Territorial,823204
Comuna Díaz,Comuna,Díaz,Servicio de Catastro e Información Territorial,823771
Comuna Barrancas,Comuna,Barrancas,Servicio de Catastro e Información Territorial,823729
Comuna Monje,Comuna,Monje,Servicio de Catastro e Información Territorial,823827
Comuna Maciel,Comuna,Maciel,Servicio de Catastro e Información Territorial,823820
Comuna San Eugenio,Comuna,San Eugenio,Servicio de Catastro e Información Territorial,823834
Comuna Larrechea,Comuna,Larrechea,Servicio de Catastro e Información Territorial,823799
Comuna Sauce Viejo,Comuna,Sauce Viejo,Servicio de Catastro e Información Territorial,823029
Municipio Santa Fe,Municipio,Santa Fe,Servicio de Catastro e Información Territorial,820147
Municipio Santo Tomé,Municipio,Santo Tomé,Servicio de Catastro e Información Territorial,820154
Comuna Colonia San José,Comuna,Colonia San José,Servicio de Catastro e Información Territorial,823043
Comuna San Jerónimo Norte,Comuna,San Jerónimo Norte,Servicio de Catastro e Información Territorial,823225
Comuna Santa María Norte,Comuna,Santa María Norte,Servicio de Catastro e Información Territorial,823253
Comuna Pujato Norte,Comuna,Pujato Norte,Servicio de Catastro e Información Territorial,823176
Comuna Empalme San Carlos,Comuna,Empalme San Carlos,Servicio de Catastro e Información Territorial,823064
Comuna San José del  Rincón,Comuna,San José del  Rincón,Servicio de Catastro e Información Territorial,823022
Comuna Monte Vera,Comuna,Monte Vera,Servicio de Catastro e Información Territorial,823001
Municipio Recreo,Municipio,Recreo,Servicio de Catastro e Información Territorial,820144
Comuna Pilar,Comuna,Pilar,Servicio de Catastro e Información Territorial,823155
Comuna Nuevo Torino,Comuna,Nuevo Torino,Servicio de Catastro e Información Territorial,823148
Comuna Cavour,Comuna,Cavour,Servicio de Catastro e Información Territorial,823036
Comuna Humboldt,Comuna,Humboldt,Servicio de Catastro e Información Territorial,823099
Municipio Esperanza,Municipio,Esperanza,Servicio de Catastro e Información Territorial,820161
Comuna Arroyo Leyes,Comuna,Arroyo Leyes,Servicio de Catastro e Información Territorial,822959
Comuna Santa Rosa de Calchines,Comuna,Santa Rosa de Calchines,Servicio de Catastro e Información Territorial,822567
Comuna Cayastá,Comuna,Cayastá,Servicio de Catastro e Información Territorial,822539
Comuna Arroyo Aguiar,Comuna,Arroyo Aguiar,Servicio de Catastro e Información Territorial,822952
Comuna Candioti,Comuna,Candioti,Servicio de Catastro e Información Territorial,822980
Comuna Campo Andino,Comuna,Campo Andino,Servicio de Catastro e Información Territorial,822973
Municipio Laguna Paiva,Municipio,Laguna Paiva,Servicio de Catastro e Información Territorial,820140
Comuna Nelson,Comuna,Nelson,Servicio de Catastro e Información Territorial,823008
Comuna Rivadavia,Comuna,Rivadavia,Servicio de Catastro e Información Territorial,823183
Comuna Grutly,Comuna,Grutly,Servicio de Catastro e Información Territorial,823085
Comuna Felicia,Comuna,Felicia,Servicio de Catastro e Información Territorial,823071
Comuna Lehmann,Comuna,Lehmann,Servicio de Catastro e Información Territorial,822287
Comuna Ataliva,Comuna,Ataliva,Servicio de Catastro e Información Territorial,822119
Comuna Galisteo,Comuna,Galisteo,Servicio de Catastro e Información Territorial,822252
Comuna Sarmiento,Comuna,Sarmiento,Servicio de Catastro e Información Territorial,823267
Comuna Hipatía,Comuna,Hipatía,Servicio de Catastro e Información Territorial,823092
Comuna Cululú,Comuna,Cululú,Servicio de Catastro e Información Territorial,823050
Comuna Progreso,Comuna,Progreso,Servicio de Catastro e Información Territorial,823162
Comuna Soutomayor,Comuna,Soutomayor,Servicio de Catastro e Información Territorial,823274
Comuna Llambi Campbell,Comuna,Llambi Campbell,Servicio de Catastro e Información Territorial,822994
Comuna Cabal,Comuna,Cabal,Servicio de Catastro e Información Territorial,822966
Comuna Emilia,Comuna,Emilia,Servicio de Catastro e Información Territorial,822987
Comuna Santo Domingo,Comuna,Santo Domingo,Servicio de Catastro e Información Territorial,823260
Comuna María Luisa,Comuna,María Luisa,Servicio de Catastro e Información Territorial,823134
Comuna La Pelada,Comuna,La Pelada,Servicio de Catastro e Información Territorial,823120
Comuna Providencia,Comuna,Providencia,Servicio de Catastro e Información Territorial,823169
Comuna Ituzaingó,Comuna,Ituzaingó,Servicio de Catastro e Información Territorial,823106
Comuna Jacinto L. Arauz,Comuna,Jacinto L. Arauz,Servicio de Catastro e Información Territorial,823113
Comuna Elisa,Comuna,Elisa,Servicio de Catastro e Información Territorial,823057
Comuna Humberto Primo,Comuna,Humberto Primo,Servicio de Catastro e Información Territorial,822273
Comuna Maua,Comuna,Maua,Servicio de Catastro e Información Territorial,822301
Comuna Virginia,Comuna,Virginia,Servicio de Catastro e Información Territorial,822399
Comuna Colonia Bicha,Comuna,Colonia Bicha,Servicio de Catastro e Información Territorial,822154
Municipio Sunchales,Municipio,Sunchales,Servicio de Catastro e Información Territorial,820049
Comuna Tacural,Comuna,Tacural,Servicio de Catastro e Información Territorial,822371
Comuna Colonia Raquel,Comuna,Colonia Raquel,Servicio de Catastro e Información Territorial,822196
Comuna Colonia Belgrano,Comuna,Colonia Belgrano,Servicio de Catastro e Información Territorial,824072
Comuna Bouquet,Comuna,Bouquet,Servicio de Catastro e Información Territorial,822007
Municipio Las Rosas,Municipio,Las Rosas,Servicio de Catastro e Información Territorial,820021
Comuna Clason,Comuna,Clason,Servicio de Catastro e Información Territorial,822896
Comuna Montes de Oca,Comuna,Montes de Oca,Servicio de Catastro e Información Territorial,822014
Municipio Las Parejas,Municipio,Las Parejas,Servicio de Catastro e Información Territorial,820014
Comuna Bustinza,Comuna,Bustinza,Servicio de Catastro e Información Territorial,822882
Municipio Totoras,Municipio,Totoras,Servicio de Catastro e Información Territorial,820133
Comuna Correa,Comuna,Correa,Servicio de Catastro e Información Territorial,822903
Comuna Tortugas,Comuna,Tortugas,Servicio de Catastro e Información Territorial,822021
Municipio Armstrong,Municipio,Armstrong,Servicio de Catastro e Información Territorial,820007
Comuna Pueblo Andino,Comuna,Pueblo Andino,Servicio de Catastro e Información Territorial,822924
Municipio Rufino,Municipio,Rufino,Servicio de Catastro e Información Territorial,820070
Comuna Lazzarino,Comuna,Lazzarino,Servicio de Catastro e Información Territorial,822672
Comuna Diego de Alvear,Comuna,Diego de Alvear,Servicio de Catastro e Información Territorial,822637
Comuna San Gregorio,Comuna,San Gregorio,Servicio de Catastro e Información Territorial,822728
Comuna Christophersen,Comuna,Christophersen,Servicio de Catastro e Información Territorial,822630
Comuna Amenábar,Comuna,Amenábar,Servicio de Catastro e Información Territorial,822581
Comuna Aldao,Comuna,Aldao,Servicio de Catastro e Información Territorial,823981
Municipio Roldán,Municipio,Roldán,Servicio de Catastro e Información Territorial,820294
Comuna Teodelina,Comuna,Teodelina,Servicio de Catastro e Información Territorial,822749
Comuna Wheelwright,Comuna,Wheelwright,Servicio de Catastro e Información Territorial,822756
Comuna Juncal,Comuna,Juncal,Servicio de Catastro e Información Territorial,822469
Comuna Alcorta,Comuna,Alcorta,Servicio de Catastro e Información Territorial,822413
Comuna M9Ximo Paz,Comuna,M9Ximo Paz,Servicio de Catastro e Información Territorial,822483
Comuna Peyrano,Comuna,Peyrano,Servicio de Catastro e Información Territorial,822504
Comuna Cañada Rica,Comuna,Cañada Rica,Servicio de Catastro e Información Territorial,822427
Comuna General Gelly,Comuna,General Gelly,Servicio de Catastro e Información Territorial,822448
Comuna Sargento Cabral,Comuna,Sargento Cabral,Servicio de Catastro e Información Territorial,822525
Comuna Cepeda,Comuna,Cepeda,Servicio de Catastro e Información Territorial,822434
Municipio Funes,Municipio,Funes,Servicio de Catastro e Información Territorial,820189
Municipio Pérez,Municipio,Pérez,Servicio de Catastro e Información Territorial,820203
Comuna Piñero,Comuna,Piñero,Servicio de Catastro e Información Territorial,823421
Comuna Villa Eloísa,Comuna,Villa Eloísa,Servicio de Catastro e Información Territorial,822945
Comuna Los Molinos,Comuna,Los Molinos,Servicio de Catastro e Información Territorial,822077
Municipio Casilda,Municipio,Casilda,Servicio de Catastro e Información Territorial,820028
Comuna Arequito,Comuna,Arequito,Servicio de Catastro e Información Territorial,822028
Comuna San José de la Esquina,Comuna,San José de la Esquina,Servicio de Catastro e Información Territorial,822091
Comuna Sanford,Comuna,Sanford,Servicio de Catastro e Información Territorial,822098
Comuna Arteaga,Comuna,Arteaga,Servicio de Catastro e Información Territorial,822035
Comuna Álvarez,Comuna,Álvarez,Servicio de Catastro e Información Territorial,823365
Comuna Fuentes,Comuna,Fuentes,Servicio de Catastro e Información Territorial,823995
Comuna Pueblo Muñoz,Comuna,Pueblo Muñoz,Servicio de Catastro e Información Territorial,823435
Comuna Acebal,Comuna,Acebal,Servicio de Catastro e Información Territorial,823351
Comuna Albarellos,Comuna,Albarellos,Servicio de Catastro e Información Territorial,823358
Comuna Coronel Domínguez,Comuna,Coronel Domínguez,Servicio de Catastro e Información Territorial,823470
Comuna Uranga,Comuna,Uranga,Servicio de Catastro e Información Territorial,823449
Comuna Empalme Villa Constitución,Comuna,Empalme Villa Constitución,Servicio de Catastro e Información Territorial,822441
Comuna Godoy,Comuna,Godoy,Servicio de Catastro e Información Territorial,822455
Comuna Rueda,Comuna,Rueda,Servicio de Catastro e Información Territorial,822511
Comuna Juan Bernabé Molina,Comuna,Juan Bernabé Molina,Servicio de Catastro e Información Territorial,822462
Comuna Villa Mugueta,Comuna,Villa Mugueta,Servicio de Catastro e Información Territorial,824037
Comuna Arminda,Comuna,Arminda,Servicio de Catastro e Información Territorial,823379
Municipio Carcarañá,Municipio,Carcarañá,Servicio de Catastro e Información Territorial,820273
Comuna Chañar Ladeado,Comuna,Chañar Ladeado,Servicio de Catastro e Información Territorial,822063
Comuna Berabevú,Comuna,Berabevú,Servicio de Catastro e Información Territorial,822042
Comuna Los Quirquinchos,Comuna,Los Quirquinchos,Servicio de Catastro e Información Territorial,822084
Comuna Chabas,Comuna,Chabas,Servicio de Catastro e Información Territorial,822056
Comuna Murphy,Comuna,Murphy,Servicio de Catastro e Información Territorial,822707
Comuna Villada,Comuna,Villada,Servicio de Catastro e Información Territorial,822105
Comuna Cañada del  Ucle,Comuna,Cañada del  Ucle,Servicio de Catastro e Información Territorial,822595
Municipio Firmat,Municipio,Firmat,Servicio de Catastro e Información Territorial,820063
Comuna Bombal,Comuna,Bombal,Servicio de Catastro e Información Territorial,822420
Comuna Carreras,Comuna,Carreras,Servicio de Catastro e Información Territorial,822609
Comuna Labordeboy,Comuna,Labordeboy,Servicio de Catastro e Información Territorial,822665
Comuna Hughes,Comuna,Hughes,Servicio de Catastro e Información Territorial,822651
Municipio Villa Cañás,Municipio,Villa Cañás,Servicio de Catastro e Información Territorial,820084
Comuna Chovet,Comuna,Chovet,Servicio de Catastro e Información Territorial,822623
Comuna Elortondo,Comuna,Elortondo,Servicio de Catastro e Información Territorial,822644
Comuna Santa Isabel,Comuna,Santa Isabel,Servicio de Catastro e Información Territorial,822742
Comuna Carmen,Comuna,Carmen,Servicio de Catastro e Información Territorial,822602
Comuna La Chispa,Comuna,La Chispa,Servicio de Catastro e Información Territorial,822658
Comuna Cafferata,Comuna,Cafferata,Servicio de Catastro e Información Territorial,822588
Municipio Venado Tuerto,Municipio,Venado Tuerto,Servicio de Catastro e Información Territorial,800277
Comuna Gödeken,Comuna,Gödeken,Servicio de Catastro e Información Territorial,822070
Comuna María Teresa,Comuna,María Teresa,Servicio de Catastro e Información Territorial,822686
Comuna Maggiolo,Comuna,Maggiolo,Servicio de Catastro e Información Territorial,822679
Comuna San Francisco de Santa Fe,Comuna,San Francisco de Santa Fe,Servicio de Catastro e Información Territorial,822721
Comuna Sancti Spiritu,Comuna,Sancti Spiritu,Servicio de Catastro e Información Territorial,822735
Comuna San Eduardo,Comuna,San Eduardo,Servicio de Catastro e Información Territorial,822714
Comuna Miguel Torres,Comuna,Miguel Torres,Servicio de Catastro e Información Territorial,822700
Comuna Bigand,Comuna,Bigand,Servicio de Catastro e Información Territorial,822049
Comuna Chapuy,Comuna,Chapuy,Servicio de Catastro e Información Territorial,822616
Comuna Santa Teresa,Comuna,Santa Teresa,Servicio de Catastro e Información Territorial,822518
Comuna Carmen del  Sauce,Comuna,Carmen del  Sauce,Servicio de Catastro e Información Territorial,823386
Comuna Soldini,Comuna,Soldini,Servicio de Catastro e Información Territorial,823442
Comuna Luis Palacios,Comuna,Luis Palacios,Servicio de Catastro e Información Territorial,824002
Comuna Oliveros,Comuna,Oliveros,Servicio de Catastro e Información Territorial,822917
Municipio Cañada de Gómez,Municipio,Cañada de Gómez,Servicio de Catastro e Información Territorial,820126
Comuna Coronel Arnold,Comuna,Coronel Arnold,Servicio de Catastro e Información Territorial,823988
Comuna Coronel Bogado,Comuna,Coronel Bogado,Servicio de Catastro e Información Territorial,823393
Comuna Zavalla,Comuna,Zavalla,Servicio de Catastro e Información Territorial,823463
Comuna Carrizales,Comuna,Carrizales,Servicio de Catastro e Información Territorial,822889
Comuna Lucio V. López,Comuna,Lucio V. López,Servicio de Catastro e Información Territorial,822910
Comuna Timbúes,Comuna,Timbúes,Servicio de Catastro e Información Territorial,824030
Municipio Puerto General San Martín,Municipio,Puerto General San Martín,Servicio de Catastro e Información Territorial,82287
Municipio San Lorenzo,Municipio,San Lorenzo,Servicio de Catastro e Información Territorial,820301
Municipio Fray Luis Beltrán,Municipio,Fray Luis Beltrán,Servicio de Catastro e Información Territorial,820280
Municipio Capitán Bermúdez,Municipio,Capitán Bermúdez,Servicio de Catastro e Información Territorial,820266
Comuna Ibarlucea,Comuna,Ibarlucea,Servicio de Catastro e Información Territorial,823414
Municipio Granadero Baigorria,Municipio,Granadero Baigorria,Servicio de Catastro e Información Territorial,820196
Municipio Rosario,Municipio,Rosario,Servicio de Catastro e Información Territorial,82210
Municipio Villa Gobernador Gálvez,Municipio,Villa Gobernador Gálvez,Servicio de Catastro e Información Territorial,820217
Comuna General Lagos,Comuna,General Lagos,Servicio de Catastro e Información Territorial,823407
Comuna Alvear,Comuna,Alvear,Servicio de Catastro e Información Territorial,823372
Comuna Pueblo Esther,Comuna,Pueblo Esther,Servicio de Catastro e Información Territorial,823428
Municipio Arroyo Seco,Municipio,Arroyo Seco,Servicio de Catastro e Información Territorial,820182
Comuna Villa Amelia,Comuna,Villa Amelia,Servicio de Catastro e Información Territorial,823456
Comuna Fighiera,Comuna,Fighiera,Servicio de Catastro e Información Territorial,823400
Municipio Villa Constitución,Municipio,Villa Constitución,Servicio de Catastro e Información Territorial,820056
Comuna Gaboto,Comuna,Gaboto,Servicio de Catastro e Información Territorial,823778
Comuna El Sombrerito,Comuna,El Sombrerito,Servicio de Catastro e Información Territorial,822791
Comuna Guadalupe Norte,Comuna,Guadalupe Norte,Servicio de Catastro e Información Territorial,822805
Comuna Romang,Comuna,Romang,Servicio de Catastro e Información Territorial,823715
Comuna Egusquiza,Comuna,Egusquiza,Servicio de Catastro e Información Territorial,822210
Comuna Desvío Arijón,Comuna,Desvío Arijón,Servicio de Catastro e Información Territorial,823764
Comuna Ricardone,Comuna,Ricardone,Servicio de Catastro e Información Territorial,824016
Comuna Pujato,Comuna,Pujato,Servicio de Catastro e Información Territorial,824009
Comuna Salto Grande,Comuna,Salto Grande,Servicio de Catastro e Información Territorial,822931
Comuna Alejandra,Comuna,Alejandra,Servicio de Catastro e Información Territorial,823687
Comuna Aarón Castellanos,Comuna,Aarón Castellanos,Servicio de Catastro e Información Territorial,822574
Municipio Ñorquinco,Municipio,Ñorquinco,A.R.T - Gerencia de Catastro,620203
Municipio El Bolson,Municipio,El Bolson,A.R.T - Gerencia de Catastro,620070
Municipio Ing. Jacobacci,Municipio,Ing. Jacobacci,A.R.T - Gerencia de Catastro,620252
Municipio Maquinchao,Municipio,Maquinchao,A.R.T - Gerencia de Catastro,620266
Municipio Sierra Grande,Municipio,Sierra Grande,A.R.T - Gerencia de Catastro,620238
Municipio San Carlos de Bariloche,Municipio,San Carlos de Bariloche,A.R.T - Gerencia de Catastro,620077
Municipio Comallo,Municipio,Comallo,A.R.T - Gerencia de Catastro,620217
Municipio Los Menucos,Municipio,Los Menucos,A.R.T - Gerencia de Catastro,620259
Municipio Pilcaniyeu,Municipio,Pilcaniyeu,A.R.T - Gerencia de Catastro,620224
Municipio Valcheta,Municipio,Valcheta,A.R.T - Gerencia de Catastro,620245
Municipio Sierra Colorada,Municipio,Sierra Colorada,A.R.T - Gerencia de Catastro,620196
Municipio Ministro Ramos Mexia,Municipio,Ministro Ramos Mexia,A.R.T - Gerencia de Catastro,620189
Municipio Gral. Fdez. Oro,Municipio,Gral. Fdez. Oro,A.R.T - Gerencia de Catastro,620154
Municipio Cipolletti,Municipio,Cipolletti,A.R.T - Gerencia de Catastro,620133
Municipio Guardia Mitre,Municipio,Guardia Mitre,A.R.T - Gerencia de Catastro,620007
Municipio San Antonio Oeste,Municipio,San Antonio Oeste,A.R.T - Gerencia de Catastro,620231
Municipio Gral. Roca,Municipio,Gral. Roca,A.R.T - Gerencia de Catastro,620161
Municipio Gral. Conesa,Municipio,Gral. Conesa,A.R.T - Gerencia de Catastro,620084
Municipio Pomona,Municipio,Pomona,A.R.T - Gerencia de Catastro,620063
Municipio Lamarque,Municipio,Lamarque,A.R.T - Gerencia de Catastro,620049
Municipio Luis Beltran,Municipio,Luis Beltran,A.R.T - Gerencia de Catastro,620056
Municipio Choele Choel,Municipio,Choele Choel,A.R.T - Gerencia de Catastro,620028
Municipio Coronel Belisle,Municipio,Coronel Belisle,A.R.T - Gerencia de Catastro,620035
Municipio Darwin,Municipio,Darwin,A.R.T - Gerencia de Catastro,620042
Municipio Chimpay,Municipio,Chimpay,A.R.T - Gerencia de Catastro,620021
Municipio Chichinales,Municipio,Chichinales,A.R.T - Gerencia de Catastro,620119
Municipio Cervantes,Municipio,Cervantes,A.R.T - Gerencia de Catastro,620112
Municipio Allen,Municipio,Allen,A.R.T - Gerencia de Catastro,620091
Municipio Cinco Saltos,Municipio,Cinco Saltos,A.R.T - Gerencia de Catastro,620126
Municipio Contralmirante Cordero,Municipio,Contralmirante Cordero,A.R.T - Gerencia de Catastro,620140
Municipio Catriel,Municipio,Catriel,A.R.T - Gerencia de Catastro,620105
Municipio Campo Grande,Municipio,Campo Grande,A.R.T - Gerencia de Catastro,620098
Municipio Dina Huapi,Municipio,Dina Huapi,A.R.T - Gerencia de Catastro,620273
Municipio Gral. Enrique Godoy,Municipio,Gral. Enrique Godoy,A.R.T - Gerencia de Catastro,620147
Municipio Ingeniero Huergo,Municipio,Ingeniero Huergo,A.R.T - Gerencia de Catastro,620168
